4, 10
688, 441, 8.473759904863542, 69.60195586621333, 135.06405317065833, 189.21461831851207, 
427, 107, 12.885780842828774, 77.69180324640844, 138.42080926233407, 195.5984277856486,
45, 554, 20.591858170341762, 85.88402420690939, 142.21257150625013, 202.97365977303497,
753, 595, 25.607749884497036, 92.07763653031219, 148.19406513598258, 210.28070207212477,
375, 13, 29.576460987515457, 101.04104494380283, 154.05783015894266, 213.52005400381827,
289, 95, 32.648447340410726, 109.93951174934102, 159.58609073302551, 217.93244260419755,
945, 140, 38.34153775913395, 117.06418604559056, 163.6936092357248, 224.96679834196178,
147, 141, 46.98019593715563, 122.36563103098976, 171.2476989274694, 233.72755473595527,
773, 338, 52.75565463368379, 125.83477072962569, 175.57960076143397, 240.50552228690069,
86, 779, 61.58838773609437, 131.53173685951595, 183.40227412900066, 247.3855654464847,
