4, 10,
417, 981, 3.1627488291768078, 56.67075627654226, 116.81533057947095, 175.5611472024697, 
390, 34, 7.77306097182363, 60.98467275598621, 121.03691348654162, 179.60453210237876,
104, 70, 11.60035579147598, 68.97614781775846, 124.6098831338556, 183.6413132222551,
296, 446, 20.368488549436158, 74.6991952159833, 132.2597931043948, 189.37498787539263,
819, 28, 24.632275815405418, 83.1648422853345, 139.72895446610838, 195.9488378487814,
468, 911, 27.99775322011095, 88.65298084430907, 147.51485051826808, 202.30816791654127,
192, 999, 35.79769903218219, 93.48327406985538, 154.01594996796499, 210.29079560187523,
893, 25, 38.980623801189786, 98.78859404250281, 157.29931814470768, 217.2975841141251,
14, 89, 45.0115976674997, 103.82277119532854, 161.93141307964373, 223.17586191903422,
811, 697, 50.24480356982639, 112.293582544948, 166.72473006932407, 227.45950507948513,
